data;Australia;Austria;Belgia;CHRL;Dania;Finlandia;Francja;Grecja;Hiszpania;Holandia;Indie;Iran;Iran;Irlandia;Japonia;Jugosławia;Kanada;Kuwejt;Liban;Libia;Luksemburg;1korona;Portugalia;RFN;USA;Szwajcaria;Szwecja;Turcja;W. Brytania;Włochy;ECU;SDR;;;Tabela Kursów ; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1991.xls, 2020.02.22)
;1dolar;1szyling;1frank;1CHF cl.;1korona;1marka;1frank;100drachm;100peset;1gulden;1rupia;1rial;1dolar cl.;1funt;100yenów;1nowy dinar;1dolar;1dinar;100funtów;1dinar;1frank;1korona;100escudo;1marka;1dolar;1frank;1korona;100funtów;1funt;100lirów;1ECU;1SDR;;;Nr;
2.01.1991;7325,00;904,00;308,00;7462,00;1646,00;2624,00;1869,00;6028,00;9964,00;5636,00;419,00;149,00;7980,00;16 907,00;7007,00;707,00;8197,00;33016,00;1128,00;35264,00;308,00;1617,00;7096,00;6359,00;9500,00;7462,00;1687,00;324,00;18350,00;843,00;13024,00;13428,00;;;1;/91
3.01.1991;7353,00;904,00;308,00;7509,00;1651,00;2630,00;1869,00;6055,00;9966,00;5637,00;420,00;149,00;7980,00;16 910,00;7062,00;707,00;8190,00;33016,00;1095,00;35264,00;308,00;1620,00;7148,00;6360,00;9500,00;7509,00;1692,00;324,00;18386,00;844,00;13058,00;13428,00;;;2;/91
4.01.1991;7358,00;905,00;309,00;7515,00;1654,00;2637,00;1872,00;6055,00;10011,00;5646,00;420,00;149,00;7980,00;16 967,00;7142,00;707,00;8215,00;33016,00;1095,00;35264,00;309,00;1626,00;7132,00;6368,00;9500,00;7515,00;1697,00;325,00;18493,00;846,00;13089,00;13546,00;;;3;/91
7.01.1991;7410,00;904,00;309,00;7513,00;1653,00;2634,00;1872,00;6045,00;10030,00;5641,00;419,00;149,00;7980,00;16 989,00;7124,00;707,00;8149,00;33016,00;1101,00;35264,00;309,00;1624,00;7105,00;6360,00;9500,00;7513,00;1695,00;324,00;18504,00;846,00;13096,00;13585,00;;;4;/91
8.01.1991;7356,00;880,00;300,00;7316,00;1609,00;2581,00;1826,00;5904,00;9781,00;5491,00;419,00;149,00;7980,00;16 565,00;6946,00;705,00;8215,00;33016,00;1089,00;35264,00;300,00;1583,00;6921,00;6191,00;9500,00;7316,00;1661,00;322,00;18057,00;824,00;12726,00;13579,00;;;5;/91
9.01.1991;7375,00;879,00;300,00;7344,00;1604,00;2573,00;1822,00;5892,00;9767,00;5483,00;417,00;149,00;7980,00;16 548,00;6963,00;705,00;8241,00;33016,00;1076,00;35264,00;300,00;1581,00;6914,00;6182,00;9500,00;7344,00;1660,00;319,00;18085,00;823,00;12747,00;13375,00;;;6;/91
10.01.1991;7318,00;883,00;301,00;7387,00;1612,00;2583,00;1829,00;5870,00;9832,00;5510,00;417,00;149,00;7980,00;16 597,00;7006,00;686,00;8252,00;33016,00;1058,00;35264,00;301,00;1587,00;6932,00;6211,00;9500,00;7387,00;1666,00;318,00;18144,00;826,00;12805,00;13369,00;;;7;/91
11.01.1991;7352,00;883,00;302,00;7403,00;1615,00;2586,00;1833,00;5914,00;9859,00;5514,00;417,00;149,00;7980,00;16 608,00;7024,00;683,00;8247,00;33016,00;1024,00;35264,00;302,00;1590,00;6925,00;6216,00;9500,00;7403,00;1667,00;319,00;18140,00;827,00;12825,00;13426,00;;;8;/91
14.01.1991;7368,00;879,00;300,00;7377,00;1608,00;2578,00;1824,00;5877,00;9845,00;5489,00;416,00;147,00;7980,00;16 533,00;7085,00;683,00;8233,00;33016,00;977,00;35264,00;300,00;1583,00;6905,00;6188,00;9500,00;7377,00;1665,00;317,00;18092,00;823,00;12791,00;13420,00;;;9;/91
15.01.1991;7348,00;872,00;298,00;7383,00;1596,00;2556,00;1809,00;5830,00;9773,00;5446,00;414,00;147,00;7980,00;16 433,00;7007,00;691,00;8240,00;33016,00;888,00;35264,00;298,00;1572,00;6863,00;6139,00;9500,00;7383,00;1656,00;316,00;18037,00;817,00;12711,00;13414,00;;;10;/91
16.01.1991;7391,00;876,00;299,00;7379,00;1598,00;2557,00;1814,00;5845,00;9776,00;5465,00;413,00;147,00;7980,00;16 459,00;7013,00;680,00;8272,00;33016,00;950,00;35264,00;299,00;1577,00;6899,00;6160,00;9500,00;7379,00;1658,00;314,00;18099,00;819,00;12735,00;13354,00;;;11;/91
17.01.1991;7463,00;875,00;299,00;7381,00;1597,00;2553,00;1811,00;5819,00;9752,00;5462,00;414,00;147,00;7980,00;16 450,00;6951,00;680,00;8277,00;33016,00;960,00;35264,00;299,00;1576,00;6902,00;6157,00;9500,00;7381,00;1655,00;314,00;18112,00;818,00;12714,00;13373,00;;;12;/91
18.01.1991;7428,00;888,00;303,00;7421,00;1623,00;2592,00;1839,00;5881,00;9906,00;5545,00;414,00;147,00;7980,00;16 687,00;7103,00;683,00;8222,00;33016,00;1056,00;35264,00;303,00;1600,00;6987,00;6250,00;9500,00;7421,00;1677,00;314,00;18262,00;831,00;12873,00;13354,00;;;13;/91
21.01.1991;7429,00;891,00;304,00;7456,00;1628,00;2604,00;1844,00;5895,00;9975,00;5561,00;413,00;147,00;7980,00;16 734,00;7116,00;683,00;8222,00;33016,00;974,00;35264,00;304,00;1604,00;7047,00;6269,00;9500,00;7456,00;1682,00;315,00;18319,00;834,00;12945,00;13477,00;;;14;/91
22.01.1991;7418,00;899,00;307,00;7544,00;1644,00;2620,00;1862,00;5947,00;10059,00;5612,00;413,00;147,00;7980,00;16 865,00;7168,00;683,00;8208,00;33016,00;950,00;35264,00;307,00;1619,00;7111,00;6326,00;9500,00;7544,00;1693,00;316,00;18461,00;842,00;13062,00;13496,00;;;15;/91
23.01.1991;7461,00;908,00;310,00;7596,00;1659,00;2642,00;1878,00;5999,00;10154,00;5669,00;413,00;147,00;7980,00;17 022,00;7243,00;699,00;8188,00;33016,00;962,00;35264,00;310,00;1633,00;7182,00;6390,00;9500,00;7596,00;1707,00;317,00;18595,00;849,00;13160,00;13496,00;;;16;/91
24.01.1991;7444,00;902,00;308,00;7530,00;1648,00;2630,00;1866,00;5947,00;10099,00;5630,00;412,00;146,00;7980,00;16 931,00;7173,00;709,00;8207,00;33016,00;945,00;35264,00;308,00;1622,00;7141,00;6348,00;9500,00;7530,00;1699,00;318,00;18486,00;844,00;13082,00;13647,00;;;17;/91
25.01.1991;7426,00;910,00;311,00;7588,00;1662,00;2646,00;1884,00;5993,00;10186,00;5679,00;413,00;146,00;7980,00;17 062,00;7206,00;705,00;8211,00;33016,00;931,00;35185,00;311,00;1636,00;7215,00;6402,00;9500,00;7588,00;1710,00;316,00;18613,00;851,00;13194,00;13583,00;;;18;/91
28.01.1991;7378,00;909,00;311,00;7572,00;1661,00;2642,00;1883,00;5997,00;10180,00;5676,00;413,00;146,00;7980,00;17 053,00;7211,00;712,00;8184,00;33016,00;936,00;35185,00;311,00;1635,00;7224,00;6399,00;9500,00;7572,00;1709,00;317,00;18653,00;851,00;13183,00;13644,00;;;19;/91
29.01.1991;7435,00;908,00;310,00;7533,00;1658,00;2637,00;1880,00;5991,00;10175,00;5666,00;412,00;146,00;7980,00;17 028,00;7179,00;709,00;8178,00;33016,00;907,00;35185,00;310,00;1632,00;7218,00;6387,00;9500,00;7533,00;1709,00;316,00;18653,00;850,00;13163,00;13644,00;;;20;/91
30.01.1991;7442,00;909,00;311,00;7562,00;1664,00;2642,00;1885,00;6003,00;10233,00;5678,00;412,00;146,00;7980,00;17 062,00;7244,00;709,00;8198,00;33016,00;890,00;35185,00;311,00;1637,00;7244,00;6399,00;9500,00;7562,00;1713,00;316,00;18730,00;852,00;13198,00;13630,00;;;21;/91
31.01.1991;7477,00;904,00;309,00;7510,00;1654,00;2627,00;1875,00;5977,00;10177,00;5644,00;409,00;146,00;7980,00;16 940,00;7213,00;709,00;8202,00;33016,00;868,00;35185,00;309,00;1628,00;7213,00;6361,00;9500,00;7510,00;1706,00;314,00;18606,00;849,00;13120,00;13667,00;;;22;/91
1.02.1991;7418,00;906,00;310,00;7507,00;1657,00;2632,00;1878,00;5988,00;10195,00;5657,00;408,00;146,00;7980,00;16 979,00;7103,00;709,00;8170,00;33016,00;868,00;35185,00;310,00;1631,00;7205,00;6376,00;9500,00;7507,00;1708,00;312,00;18631,00;850,00;13145,00;13620,00;;;23;/91
4.02.1991;7416,00;911,00;312,00;7548,00;1668,00;2641,00;1888,00;6018,00;10218,00;5694,00;408,00;146,00;7980,00;17 062,00;7195,00;708,00;8181,00;33016,00;868,00;35185,00;312,00;1636,00;7221,00;6418,00;9500,00;7548,00;1707,00;312,00;18664,00;852,00;13209,00;13630,00;;;24;/91
5.02.1991;7435,00;922,00;315,00;7590,00;1684,00;2665,00;1905,00;6072,00;10305,00;5757,00;409,00;146,00;7980,00;17 235,00;7255,00;708,00;8197,00;33016,00;907,00;35185,00;315,00;1656,00;7340,00;6490,00;9500,00;7590,00;1730,00;313,00;18801,00;862,00;13337,00;13661,00;;;25;/91
6.02.1991;7391,00;923,00;315,00;7610,00;1687,00;2671,00;1909,00;6063,00;10348,00;5762,00;409,00;146,00;7980,00;17 248,00;7305,00;719,00;8198,00;33016,00;896,00;35185,00;315,00;1660,00;7360,00;6496,00;9500,00;7610,00;1733,00;313,00;18853,00;865,00;13350,00;13730,00;;;26;/91
7.02.1991;7390,00;928,00;317,00;7658,00;1694,00;2683,00;1917,00;6101,00;10393,00;5793,00;409,00;146,00;7980,00;17 345,00;7387,00;721,00;8197,00;33016,00;898,00;35185,00;317,00;1667,00;7403,00;6528,00;9500,00;7658,00;1738,00;313,00;18939,00;868,00;13422,00;13754,00;;;27;/91
8.02.1991;7434,00;928,00;317,00;7684,00;1696,00;2683,00;1918,00;6103,00;10392,00;5797,00;408,00;146,00;7980,00;17 348,00;7388,00;721,00;8204,00;33016,00;894,00;35185,00;317,00;1669,00;7401,00;6532,00;9500,00;7684,00;1738,00;313,00;18951,00;869,00;13418,00;13810,00;;;28;/91
11.02.1991;7409,00;926,00;316,00;7624,00;1691,00;2675,00;1912,00;6084,00;10359,00;5778,00;406,00;146,00;7980,00;17 314,00;7429,00;726,00;8195,00;33016,00;860,00;35185,00;316,00;1663,00;7371,00;6511,00;9500,00;7624,00;1734,00;312,00;18872,00;866,00;13378,00;13814,00;;;29;/91
12.02.1991;7409,00;929,00;317,00;7646,00;1696,00;2682,00;1917,00;6098,00;10391,00;5799,00;406,00;146,00;7980,00;17 377,00;7453,00;724,00;8205,00;33016,00;868,00;35185,00;317,00;1668,00;7391,00;6535,00;9500,00;7646,00;1739,00;311,00;18932,00;868,00;13420,00;13806,00;;;30;/91
13.02.1991;7413,00;929,00;317,00;7634,00;1698,00;2683,00;1918,00;6099,00;10405,00;5800,00;406,00;146,00;7980,00;17 380,00;7422,00;725,00;8231,00;33016,00;864,00;35185,00;317,00;1669,00;7405,00;6536,00;9500,00;7634,00;1739,00;310,00;18936,00;868,00;13418,00;13834,00;;;31;/91
14.02.1991;7477,00;927,00;317,00;7614,00;1694,00;2678,00;1913,00;6081,00;10403,00;5785,00;406,00;146,00;7980,00;17 285,00;7372,00;729,00;8241,00;33016,00;854,00;35185,00;317,00;1664,00;7385,00;6518,00;9500,00;7614,00;1735,00;309,00;18917,00;866,00;13388,00;13826,00;;;32;/91
15.02.1991;7474,00;923,00;315,00;7579,00;1687,00;2669,00;1904,00;6055,00;10377,00;5761,00;404,00;146,00;7980,00;17 270,00;7340,00;723,00;8227,00;33016,00;850,00;35185,00;315,00;1658,00;7366,00;6490,00;9500,00;7579,00;1729,00;307,00;18845,00;863,00;13345,00;13796,00;;;33;/91
18.02.1991;7470,00;916,00;313,00;7518,00;1676,00;2653,00;1892,00;6026,00;10312,00;5721,00;402,00;146,00;7980,00;17 151,00;7390,00;721,00;8230,00;33016,00;839,00;35185,00;313,00;1648,00;7328,00;6445,00;9500,00;7518,00;1722,00;305,00;18741,00;858,00;13244,00;13762,00;;;34;/91
