;1 THB;1 USD;1 AUD;1 HKD;1 CAD;1 NZD;1 SGD;1 EUR;100 HUF;1 CHF;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;100 ISK;1 NOK;1 SEK;1 HRK;1 RON;1 BGN;1 TRY;1 LTL;1 LVL;1 ILS;100 CLP;1 PHP;1 MXN;1 ZAR;1 BRL;1 MYR;1 RUB;10000 IDR;100 INR;100 KRW;1 CNY;1 XDR;;Nr tabeli;
data;bat (Tajlandia);dolar amerykański;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Węgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duńska;korona islandzka;korona norweska;korona szwedzka;kuna chorwacka;lej rumuński;lew bułgarski;lira turecka;lit litewski;łat łotewski;n. izraelski szekel;peso chilijskie;peso filipińskie;peso meksykańskie;rand (RPA);real brazylijski;ringgit malezyjski;rubel rosyjski;rupia (Indonezja);rupia indyjska;won (Korea Płd.);yuan renminbi(Chiny);SDR (MFW);;;
8.04.2011;0,0915;2,7489;2,8921;0,3538;2,8783;2,1433;2,1861;3,9594;1,4969;3,0097;4,5096;0,3450;3,2258;0,1621;0,5310;2,4377;0,5074;0,4403;0,5374;0,9617;2,0244;1,8280;1,1467;5,5813;;;0,0639;0,2342;0,4142;1,7352;0,9093;0,0979;3,1760;;0,2537;0,4206;4,4005;;69;/A/NBP/2011
11.04.2011;0,0915;2,7501;2,9017;0,3539;2,8766;2,1522;2,1894;3,9758;1,5015;3,0284;4,4960;0,3453;3,2526;0,1626;0,5331;2,4459;0,5084;0,4421;0,5398;0,9675;2,0328;1,8180;1,1514;5,6052;;;0,0638;0,2341;0,4132;1,7525;0,9105;0,0982;3,1774;;0,2535;0,4205;4,3972;;70;/A/NBP/2011
12.04.2011;0,0914;2,7511;2,8840;0,3542;2,8743;2,1534;2,1883;3,9726;1,4922;3,0502;4,4711;0,3457;3,2667;0,1627;0,5327;2,4409;0,5040;0,4378;0,5393;0,9651;2,0312;1,8119;1,1505;5,6007;;;0,0637;0,2338;0,4108;1,7375;0,9081;0,0977;3,1777;;0,2518;0,4205;4,3929;;71;/A/NBP/2011
13.04.2011;0,0910;2,7421;2,8759;0,3528;2,8517;2,1663;2,1840;3,9756;1,4884;3,0571;4,4607;0,3441;3,2670;0,1628;0,5330;2,4304;0,5041;0,4388;0,5397;0,9664;2,0327;1,8080;1,1514;5,6050;;;0,0634;0,2323;0,4072;1,7181;0,9070;0,0974;3,1685;;0,2527;0,4197;4,3846;;72;/A/NBP/2011
14.04.2011;0,0906;2,7297;2,8724;0,3511;2,8411;2,1634;2,1854;3,9498;1,4849;3,0563;4,4615;0,3417;3,2822;0,1624;0,5296;2,4179;0,5020;0,4376;0,5362;0,9629;2,0195;1,7973;1,1439;5,5709;;;0,0632;0,2317;0,4011;1,7209;0,9031;0,0966;3,1511;;0,2507;0,4179;4,3557;;73;/A/NBP/2011
15.04.2011;0,0907;2,7293;2,8715;0,3511;2,8321;2,1720;2,1927;3,9479;1,4792;3,0596;4,4584;0,3420;3,2784;0,1633;0,5293;2,4190;0,5048;0,4400;0,5366;0,9636;2,0186;1,7955;1,1434;5,5675;;;0,0631;0,2326;0,3988;1,7301;0,9030;0,0967;3,1516;;0,2504;0,4179;4,3726;;74;/A/NBP/2011
18.04.2011;0,0917;2,7608;2,9092;0,3549;2,8704;2,1848;2,2145;3,9559;1,4816;3,0848;4,4872;0,3457;3,3390;0,1636;0,5304;2,4277;0,5093;0,4433;0,5376;0,9683;2,0227;1,8149;1,1457;5,5780;;;0,0638;0,2363;0,4013;1,7515;0,9129;0,0979;3,1834;;0,2535;0,4228;4,3747;;75;/A/NBP/2011
19.04.2011;0,0929;2,7922;2,9243;0,3589;2,8948;2,1947;2,2379;3,9815;1,4883;3,1112;4,5404;0,3496;3,3859;0,1651;0,5339;2,4524;0,5120;0,4455;0,5410;0,9731;2,0357;1,8176;1,1531;5,6149;;;0,0645;0,2379;0,4084;1,7581;0,9232;0,0984;3,2168;;0,2562;0,4275;4,4389;;76;/A/NBP/2011
20.04.2011;0,0913;2,7358;2,9158;0,3517;2,8740;2,1856;2,2068;3,9629;1,5005;3,0622;4,4715;0,3432;3,3042;0,1641;0,5314;2,4230;0,5091;0,4449;0,5386;0,9703;2,0262;1,7985;1,1477;5,5871;;;0,0632;0,2355;0,4040;1,7360;0,9069;0,0972;3,1621;;0,2533;0,4191;4,4096;;77;/A/NBP/2011
21.04.2011;0,0910;2,7183;2,9215;0,3499;2,8674;2,1769;2,2012;3,9787;1,5061;3,0803;4,4990;0,3409;3,3143;0,1642;0,5335;2,4217;0,5111;0,4464;0,5408;0,9721;2,0343;1,7938;1,1523;5,6085;;;0,0630;0,2347;0,4028;1,7355;0,9039;0,0975;3,1511;;0,2517;0,4171;4,3925;;78;/A/NBP/2011
22.04.2011;0,0906;2,7135;2,9141;0,3491;2,8462;2,1744;2,2003;3,9536;1,4931;3,0636;4,4838;0,3405;3,3118;0,1639;0,5302;2,4129;0,5066;0,4450;0,5373;0,9690;2,0215;1,7886;1,1450;5,5747;;;0,0629;0,2337;0,4029;1,7352;0,9029;0,0968;3,1454;;0,2510;0,4170;4,3630;;79;/A/NBP/2011
26.04.2011;0,0899;2,6975;2,8998;0,3469;2,8312;2,1679;2,1849;3,9423;1,4892;3,0757;4,4503;0,3389;3,2995;0,1634;0,5287;2,4004;0,5067;0,4426;0,5358;0,9681;2,0157;1,7635;1,1417;5,5580;;;0,0623;0,2325;0,3998;1,7195;0,9023;0,0970;3,1174;;0,2488;0,4132;4,3505;;80;/A/NBP/2011
27.04.2011;0,0897;2,6838;2,9075;0,3453;2,8204;2,1671;2,1771;3,9421;1,4908;3,0698;4,4468;0,3371;3,2822;0,1637;0,5287;2,3937;0,5061;0,4417;0,5360;0,9673;2,0156;1,7642;1,1417;5,5577;;;0,0621;0,2321;0,4037;1,7180;0,9007;0,0968;3,1105;;0,2487;0,4121;4,3408;;81;/A/NBP/2011
28.04.2011;0,0887;2,6504;2,8956;0,3411;2,7979;2,1319;2,1604;3,9353;1,4913;3,0385;4,4214;0,3330;3,2506;0,1631;0,5277;2,3901;0,5033;0,4389;0,5349;0,9662;2,0121;1,7511;1,1397;5,5481;;;0,0618;0,2301;0,4021;1,6915;0,8937;0,0964;3,0883;;0,2471;0,4078;4,3246;;82;/A/NBP/2011
29.04.2011;0,0887;2,6501;2,8945;0,3412;2,7849;2,1311;2,1635;3,9376;1,4906;3,0533;4,4215;0,3330;3,2538;0,1631;0,5280;2,3886;0,5050;0,4409;0,5348;0,9672;2,0133;1,7436;1,1404;5,5530;;;0,0619;0,2293;0,4009;1,6754;0,8950;0,0971;3,0946;;0,2479;0,4083;4,3109;;83;/A/NBP/2011
2.05.2011;0,0890;2,6541;2,9062;0,3418;2,7997;2,1408;2,1704;3,9322;1,4903;3,0546;4,4237;0,3325;3,2561;0,1626;0,5273;2,3881;0,5050;0,4408;0,5338;0,9627;2,0105;1,7485;1,1388;5,5446;;;0,0622;0,2305;0,4035;1,6835;0,8957;0,0969;3,1046;;0,2493;0,4089;4,2893;;84;/A/NBP/2011
4.05.2011;0,0885;2,6499;2,8764;0,3414;2,7803;2,1043;2,1567;3,9366;1,4842;3,0790;4,3687;0,3327;3,2706;0,1627;0,5279;2,3785;0,5007;0,4375;0,5332;0,9571;2,0128;1,7217;1,1401;5,5484;;;0,0618;0,2292;0,3995;1,6684;0,8909;0,0972;3,0992;;0,2466;0,4081;4,3077;;85;/A/NBP/2011
5.05.2011;0,0881;2,6458;2,8347;0,3404;2,7566;2,0935;2,1490;3,9406;1,4895;3,0885;4,3605;0,3319;3,2967;0,1632;0,5284;2,3782;0,4998;0,4363;0,5339;0,9603;2,0148;1,7171;1,1413;5,5556;;;0,0617;0,2273;0,3979;1,6374;0,8842;0,0970;3,0890;;0,2446;0,4074;4,2918;;86;/A/NBP/2011
6.05.2011;0,0903;2,7270;2,9088;0,3508;2,8174;2,1461;2,2042;3,9600;1,4920;3,1236;4,4652;0,3424;3,3943;0,1642;0,5310;2,4140;0,4972;0,4384;0,5365;0,9612;2,0247;1,7667;1,1469;5,5838;;;0,0633;0,2328;0,4039;1,6820;0,9070;0,0982;3,1795;;0,2512;0,4200;4,3367;;87;/A/NBP/2011
9.05.2011;0,0900;2,7190;2,9287;0,3497;2,8173;2,1578;2,2044;3,9215;1,4871;3,1092;4,4466;0,3409;3,3703;0,1623;0,5258;2,3911;0,4970;0,4362;0,5316;0,9556;2,0051;1,7659;1,1357;5,5295;;;0,0633;0,2338;0,4078;1,6830;0,9103;0,0980;3,1786;;0,2514;0,4187;4,3486;;88;/A/NBP/2011
10.05.2011;0,0906;2,7361;2,9516;0,3520;2,8420;2,1734;2,2199;3,9284;1,4903;3,1194;4,4783;0,3423;3,3906;0,1619;0,5269;2,4005;0,5019;0,4382;0,5325;0,9605;2,0086;1,7581;1,1377;5,5400;;;0,0637;0,2354;0,4060;1,6959;0,9153;0,0986;3,1970;;0,2529;0,4215;4,3661;;89;/A/NBP/2011
11.05.2011;0,0906;2,7201;2,9572;0,3500;2,8541;2,1649;2,2137;3,9193;1,4885;3,0948;4,4611;0,3406;3,3725;0,1616;0,5257;2,3927;0,5027;0,4377;0,5312;0,9596;2,0039;1,7331;1,1351;5,5264;;;0,0634;0,2356;0,4021;1,6960;0,9130;0,0985;3,1899;;0,2530;0,4189;4,3612;;90;/A/NBP/2011
12.05.2011;0,0911;2,7573;2,9244;0,3548;2,8579;2,1749;2,2221;3,9147;1,4707;3,1102;4,4932;0,3445;3,4031;0,1615;0,5251;2,3940;0,5008;0,4361;0,5306;0,9550;2,0016;1,7403;1,1337;5,5191;;;0,0640;0,2360;0,3975;1,7013;0,9158;0,0985;3,2216;;0,2541;0,4243;4,3636;;91;/A/NBP/2011
13.05.2011;0,0907;2,7321;2,9237;0,3519;2,8400;2,1695;2,2041;3,9135;1,4667;3,0965;4,4472;0,3416;3,3936;0,1606;0,5249;2,3837;0,4994;0,4353;0,5298;0,9532;2,0010;1,7301;1,1334;5,5120;;;0,0633;0,2352;0,3965;1,6871;0,9101;0,0982;3,1985;;0,2514;0,4205;4,3931;;92;/A/NBP/2011
16.05.2011;0,0919;2,7817;2,9383;0,3578;2,8624;2,1820;2,2259;3,9330;1,4686;3,1345;4,5064;0,3480;3,4408;0,1611;0,5276;2,4062;0,5006;0,4370;0,5322;0,9581;2,0109;1,7473;1,1391;5,5449;;;0,0642;0,2368;0,3960;1,6999;0,9144;0,0987;3,2449;;0,2547;0,4274;4,3923;;93;/A/NBP/2011
17.05.2011;0,0917;2,7707;2,9304;0,3565;2,8468;2,1616;2,2234;3,9269;1,4656;3,1271;4,5124;0,3472;3,3927;0,1604;0,5267;2,4035;0,4958;0,4363;0,5303;0,9565;2,0078;1,7489;1,1373;5,5371;;;0,0640;0,2359;0,3969;1,6944;0,9099;0,0984;3,2316;;0,2545;0,4257;4,4042;;94;/A/NBP/2011
18.05.2011;0,0909;2,7501;2,9158;0,3537;2,8286;2,1679;2,2130;3,9205;1,4653;3,1227;4,4571;0,3437;3,3910;0,1602;0,5257;2,3905;0,4953;0,4368;0,5300;0,9521;2,0046;1,7369;1,1354;5,5242;;;0,0636;0,2346;0,3971;1,7014;0,9068;0,0980;3,2121;;0,2527;0,4227;4,3972;;95;/A/NBP/2011
19.05.2011;0,0911;2,7570;2,9318;0,3546;2,8452;2,1774;2,2241;3,9205;1,4608;3,1214;4,4536;0,3448;3,3661;0,1600;0,5257;2,3907;0,4963;0,4361;0,5289;0,9504;2,0046;1,7466;1,1354;5,5273;;;0,0639;0,2352;0,3973;1,7132;0,9101;0,0983;3,2224;;0,2538;0,4239;4,3852;;96;/A/NBP/2011
20.05.2011;0,0904;2,7377;2,9269;0,3523;2,8373;2,1788;2,2167;3,9207;1,4700;3,1135;4,4503;0,3424;3,3576;0,1605;0,5257;2,3841;0,4999;0,4392;0,5284;0,9542;2,0047;1,7367;1,1355;5,5299;;;0,0635;0,2359;0,3976;1,6938;0,9090;0,0980;3,2069;;0,2529;0,4218;4,3732;;97;/A/NBP/2011
23.05.2011;0,0927;2,8193;2,9708;0,3625;2,8784;2,2244;2,2592;3,9437;1,4585;3,1929;4,5502;0,3521;3,4565;0,1605;0,5288;2,3988;0,5026;0,4417;0,5314;0,9556;2,0164;1,7512;1,1422;5,5616;;;0,0649;0,2405;0,4017;1,7371;0,9208;0,0992;3,2858;;0,2567;0,4332;4,4076;;98;/A/NBP/2011
24.05.2011;0,0924;2,8024;2,9631;0,3605;2,8709;2,2387;2,2483;3,9481;1,4617;3,1767;4,5196;0,3512;3,4246;0,1608;0,5295;2,4020;0,5033;0,4429;0,5310;0,9575;2,0187;1,7533;1,1434;5,5662;;;0,0646;0,2393;0,4005;1,7153;0,9184;0,0987;3,2718;;0,2563;0,4313;4,4470;;99;/A/NBP/2011
25.05.2011;0,0924;2,8100;2,9474;0,3612;2,8686;2,2330;2,2468;3,9511;1,4665;3,2038;4,5412;0,3515;3,4223;0,1608;0,5299;2,4048;0,5039;0,4427;0,5309;0,9570;2,0202;1,7510;1,1443;5,5712;;;0,0645;0,2398;0,3997;1,7299;0,9164;0,0987;3,2703;;0,2549;0,4327;4,4417;;100;/A/NBP/2011
26.05.2011;0,0923;2,8033;2,9660;0,3602;2,8644;2,2634;2,2511;3,9685;1,4769;3,2195;4,5652;0,3518;3,4298;0,1611;0,5322;2,4136;0,5082;0,4452;0,5337;0,9600;2,0291;1,7532;1,1493;5,5910;;;0,0645;0,2401;0,4018;1,7209;0,9203;0,0993;3,2683;;0,2575;0,4318;4,4638;;101;/A/NBP/2011
27.05.2011;0,0924;2,8003;2,9841;0,3599;2,8626;2,2801;2,2610;3,9785;1,4792;3,2612;4,5944;0,3502;3,4567;0,1616;0,5336;2,4149;0,5110;0,4469;0,5351;0,9638;2,0342;1,7376;1,1522;5,6098;;;0,0646;0,2399;0,4026;1,7329;0,9236;0,0994;3,2712;;0,2587;0,4313;4,4603;;102;/A/NBP/2011
30.05.2011;0,0917;2,7810;2,9732;0,3575;2,8477;2,2722;2,2533;3,9726;1,4823;3,2694;4,5828;0,3487;3,4402;0,1622;0,5328;2,4092;0,5120;0,4467;0,5340;0,9640;2,0312;1,7382;1,1505;5,6007;;;0,0642;0,2396;0,4026;1,7442;0,9213;0,0991;3,2550;;0,2575;0,4290;4,4362;;103;/A/NBP/2011
31.05.2011;0,0908;2,7468;2,9351;0,3529;2,8264;2,2638;2,2275;3,9569;1,4831;3,2254;4,5312;0,3439;3,3709;0,1615;0,5307;2,3919;0,5112;0,4455;0,5314;0,9597;2,0232;1,7259;1,1460;5,5786;;;0,0635;0,2376;0,3982;1,7291;0,9113;0,0982;3,2168;;0,2545;0,4239;4,4187;;104;/A/NBP/2011
1.06.2011;0,0909;2,7479;2,9456;0,3534;2,8358;2,2628;2,2325;3,9595;1,4863;3,2403;4,5084;0,3436;3,3793;0,1615;0,5311;2,3971;0,5117;0,4452;0,5318;0,9587;2,0245;1,7283;1,1467;5,5823;;;0,0637;0,2377;0,4051;1,7396;0,9138;0,0982;3,2199;;0,2558;0,4243;4,4061;;105;/A/NBP/2011
2.06.2011;0,0910;2,7578;2,9348;0,3546;2,8196;2,2460;2,2305;3,9740;1,4926;3,2666;4,5146;0,3456;3,4079;0,1619;0,5330;2,4044;0,5111;0,4428;0,5329;0,9613;2,0319;1,7309;1,1509;5,6027;;;0,0638;0,2358;0,4060;1,7309;0,9129;0,0985;3,2312;;0,2551;0,4254;4,4125;;106;/A/NBP/2011
3.06.2011;0,0901;2,7315;2,9155;0,3514;2,7951;2,2220;2,2170;3,9598;1,4926;3,2449;4,4617;0,3422;3,3913;0,1622;0,5311;2,3905;0,5076;0,4412;0,5319;0,9589;2,0246;1,7262;1,1468;5,5835;;;0,0632;0,2348;0,4068;1,7343;0,9079;0,0980;3,2076;;0,2534;0,4217;4,3918;;107;/A/NBP/2011
6.06.2011;0,0895;2,7071;2,9062;0,3480;2,7585;2,2087;2,2013;3,9621;1,4940;3,2356;4,4451;0,3391;3,3777;0,1628;0,5314;2,3847;0,5063;0,4403;0,5315;0,9589;2,0258;1,7132;1,1475;5,5844;;;0,0627;0,2315;0,4045;1,7178;0,9009;0,0974;3,1819;;0,2511;0,4178;4,3870;;108;/A/NBP/2011
7.06.2011;0,0889;2,6891;2,8785;0,3457;2,7575;2,2114;2,1882;3,9476;1,4888;3,2277;4,4258;0,3374;3,3532;0,1630;0,5295;2,3731;0,5032;0,4377;0,5296;0,9519;2,0184;1,7041;1,1433;5,5655;;;0,0622;0,2295;0,3988;1,6976;0,8942;0,0970;3,1578;;0,2486;0,4149;4,3571;;109;/A/NBP/2011
8.06.2011;0,0891;2,6943;2,8654;0,3469;2,7500;2,1992;2,1879;3,9490;1,4863;3,2216;4,4098;0,3374;3,3741;0,1631;0,5296;2,3739;0,5002;0,4368;0,5313;0,9475;2,0191;1,6978;1,1437;5,5698;;;0,0623;0,2286;0,3995;1,7043;0,8929;0,0972;3,1636;;0,2494;0,4161;4,3489;;110;/A/NBP/2011
9.06.2011;0,0890;2,7040;2,8597;0,3475;2,7625;2,2247;2,1972;3,9550;1,4888;3,2303;4,4473;0,3388;3,3805;0,1636;0,5303;2,3796;0,5020;0,4371;0,5333;0,9475;2,0222;1,7136;1,1454;5,5759;;;0,0625;0,2285;0,4018;1,7101;0,8949;0,0976;3,1737;;0,2497;0,4175;4,3641;;111;/A/NBP/2011
10.06.2011;0,0896;2,7216;2,8931;0,3496;2,7944;2,2493;2,2091;3,9413;1,4913;3,2336;4,4279;0,3409;3,3969;0,1634;0,5285;2,3779;0,5021;0,4347;0,5330;0,9483;2,0152;1,7298;1,1415;5,5601;;;0,0630;0,2308;0,4011;1,7188;0,9014;0,0978;3,1942;;0,2513;0,4198;4,3436;;112;/A/NBP/2011
13.06.2011;0,0901;2,7426;2,8940;0,3523;2,8061;2,2279;2,2159;3,9324;1,4826;3,2588;4,4590;0,3395;3,4119;0,1631;0,5272;2,3790;0,4993;0,4312;0,5314;0,9401;2,0106;1,7466;1,1389;5,5480;;;0,0633;0,2302;0,4044;1,7183;0,9018;0,0979;3,2144;;0,2526;0,4231;4,3529;;113;/A/NBP/2011
14.06.2011;0,0894;2,7203;2,8987;0,3496;2,7928;2,2321;2,2096;3,9335;1,4860;3,2420;4,4600;0,3410;3,3920;0,1631;0,5274;2,3724;0,5037;0,4323;0,5317;0,9426;2,0112;1,7249;1,1392;5,5495;;;0,0628;0,2297;0,4021;1,7190;0,8974;0,0976;3,1885;;0,2514;0,4200;4,3819;;114;/A/NBP/2011
15.06.2011;0,0903;2,7499;2,9393;0,3536;2,8378;2,2393;2,2280;3,9433;1,4869;3,2366;4,4831;0,3444;3,4063;0,1630;0,5287;2,3837;0,5044;0,4319;0,5328;0,9442;2,0163;1,7254;1,1420;5,5633;;;0,0632;0,2324;0,4033;1,7379;0,9071;0,0984;3,2179;;0,2540;0,4245;4,3766;;115;/A/NBP/2011
16.06.2011;0,0918;2,8069;2,9560;0,3599;2,8597;2,2462;2,2606;3,9678;1,4807;3,2969;4,5300;0,3513;3,4795;0,1632;0,5320;2,4001;0,5045;0,4315;0,5356;0,9455;2,0287;1,7460;1,1491;5,5963;;;0,0643;0,2351;0,4096;1,7536;0,9218;0,0995;3,2668;;0,2576;0,4334;4,4283;;116;/A/NBP/2011
17.06.2011;0,0917;2,8077;2,9526;0,3601;2,8478;2,2541;2,2676;3,9788;1,4819;3,3081;4,5278;0,3521;3,4912;0,1646;0,5334;2,4136;0,5047;0,4325;0,5373;0,9402;2,0344;1,7432;1,1523;5,6126;;;0,0642;0,2345;0,4093;1,7523;0,9223;0,0996;3,2628;;0,2586;0,4340;4,4791;;117;/A/NBP/2011
20.06.2011;0,0918;2,8058;2,9513;0,3600;2,8532;2,2611;2,2654;3,9930;1,4832;3,3149;4,5329;0,3510;3,4973;0,1655;0,5353;2,4193;0,5043;0,4349;0,5405;0,9360;2,0416;1,7410;1,1564;5,6319;;;0,0641;0,2350;0,4117;1,7564;0,9221;0,0996;3,2576;;0,2585;0,4335;4,4624;;118;/A/NBP/2011
21.06.2011;0,0911;2,7776;2,9368;0,3569;2,8425;2,2571;2,2503;3,9848;1,4919;3,2908;4,4983;0,3469;3,4658;0,1653;0,5342;2,4114;0,5026;0,4345;0,5397;0,9396;2,0374;1,7344;1,1540;5,6203;;;0,0640;0,2347;0,4108;1,7401;0,9182;0,0992;3,2321;;0,2578;0,4297;4,4569;;119;/A/NBP/2011
22.06.2011;0,0909;2,7661;2,9349;0,3552;2,8451;2,2571;2,2478;3,9846;1,4918;3,2883;4,4705;0,3459;3,4500;0,1643;0,5342;2,4105;0,5050;0,4351;0,5398;0,9389;2,0373;1,7168;1,1540;5,6177;;;0,0636;0,2346;0,4101;1,7437;0,9160;0,0991;3,2212;;0,2576;0,4280;4,4309;;120;/A/NBP/2011
24.06.2011;0,0912;2,7914;2,9567;0,3584;2,8557;2,2797;2,2610;3,9905;1,4867;3,3375;4,4706;0,3492;3,4789;0,1638;0,5350;2,4134;0,5129;0,4351;0,5406;0,9466;2,0403;1,7130;1,1557;5,6260;;;0,0642;0,2356;0,4066;1,7526;0,9172;0,0993;3,2465;;0,2585;0,4308;4,4620;;121;/A/NBP/2011
27.06.2011;0,0913;2,8201;2,9445;0,3621;2,8529;2,2662;2,2719;4,0012;1,4872;3,3693;4,5005;0,3505;3,4919;0,1637;0,5364;2,4228;0,5119;0,4342;0,5421;0,9486;2,0458;1,7159;1,1588;5,6411;;;0,0647;0,2368;0,4076;1,7579;0,9219;0,0994;3,2723;;0,2598;0,4353;4,4724;;122;/A/NBP/2011
28.06.2011;0,0906;2,8055;2,9348;0,3603;2,8402;2,2591;2,2591;4,0067;1,4921;3,3640;4,4735;0,3509;3,4717;0,1642;0,5372;2,4210;0,5130;0,4324;0,5430;0,9513;2,0487;1,7119;1,1604;5,6496;;;0,0644;0,2357;0,4087;1,7602;0,9208;0,0994;3,2566;;0,2590;0,4337;4,4809;;123;/A/NBP/2011
29.06.2011;0,0905;2,7877;2,9522;0,3583;2,8477;2,2828;2,2566;4,0095;1,4957;3,3520;4,4632;0,3487;3,4347;0,1644;0,5376;2,4194;0,5146;0,4356;0,5432;0,9512;2,0501;1,6968;1,1612;5,6528;;;0,0641;0,2362;0,4078;1,7689;0,9193;0,0995;3,2356;;0,2589;0,4314;4,4712;;124;/A/NBP/2011
30.06.2011;0,0896;2,7517;2,9537;0,3536;2,8495;2,2805;2,2399;3,9866;1,5010;3,3004;4,4102;0,3444;3,4237;0,1641;0,5345;2,4056;0,5128;0,4349;0,5400;0,9425;2,0384;1,6946;1,1546;5,6205;;;0,0635;0,2344;0,4058;1,7561;0,9115;0,0987;3,2097;;0,2578;0,4259;4,4144;;125;/A/NBP/2011
1.07.2011;0,0887;2,7273;2,9248;0,3505;2,8345;2,2577;2,2251;3,9626;1,4987;3,2231;4,3679;0,3416;3,3806;0,1629;0,5313;2,3886;0,5074;0,4331;0,5357;0,9349;2,0261;1,6879;1,1476;5,5866;;;0,0632;0,2332;0,4033;1,7462;0,9070;0,0979;3,1920;;0,2558;0,4219;4,3880;;126;/A/NBP/2011
4.07.2011;0,0892;2,7156;2,9208;0,3490;2,8289;2,2537;2,2166;3,9463;1,4937;3,2002;4,3797;0,3400;3,3705;0,1629;0,5290;2,3809;0,5071;0,4337;0,5338;0,9356;2,0178;1,6829;1,1429;5,5644;;;0,0631;0,2341;0,4045;1,7438;0,9044;0,0977;3,1863;;0,2554;0,4202;4,3593;;127;/A/NBP/2011
5.07.2011;0,0896;2,7266;2,9197;0,3506;2,8349;2,2605;2,2227;3,9487;1,4918;3,2288;4,3818;0,3413;3,3627;0,1626;0,5294;2,3823;0,5092;0,4353;0,5339;0,9456;2,0190;1,6774;1,1436;5,5670;;;0,0633;0,2351;0,4037;1,7560;0,9066;0,0978;3,1938;;0,2557;0,4217;4,3619;;128;/A/NBP/2011
6.07.2011;0,0904;2,7531;2,9437;0,3537;2,8538;2,2750;2,2417;3,9531;1,4912;3,2635;4,4063;0,3448;3,4001;0,1629;0,5300;2,3921;0,5087;0,4342;0,5342;0,9411;2,0212;1,6865;1,1449;5,5732;;;0,0642;0,2365;0,4078;1,7589;0,9146;0,0984;3,2257;;0,2589;0,4257;4,3751;;129;/A/NBP/2011
7.07.2011;0,0911;2,7597;2,9654;0,3547;2,8600;2,2854;2,2519;3,9498;1,4947;3,2867;4,4115;0,3456;3,4107;0,1628;0,5295;2,3815;0,5105;0,4351;0,5337;0,9382;2,0195;1,6899;1,1439;5,5686;;;0,0644;0,2379;0,4111;1,7586;0,9173;0,0985;3,2342;;0,2594;0,4271;4,3957;;130;/A/NBP/2011
8.07.2011;0,0911;2,7505;2,9653;0,3535;2,8702;2,2908;2,2563;3,9345;1,4979;3,2397;4,3922;0,3445;3,3813;0,1624;0,5275;2,3718;0,5080;0,4333;0,5324;0,9370;2,0117;1,6958;1,1395;5,5486;;;0,0644;0,2386;0,4111;1,7717;0,9194;0,0985;3,2312;;0,2603;0,4256;4,3946;;131;/A/NBP/2011
11.07.2011;0,0928;2,8123;3,0116;0,3614;2,9126;2,3463;2,3013;3,9743;1,4977;3,3571;4,4862;0,3520;3,4826;0,1644;0,5329;2,4062;0,5131;0,4352;0,5372;0,9396;2,0321;1,7156;1,1510;5,6047;;;0,0656;0,2409;0,4162;1,7997;0,9345;0,0999;3,2997;;0,2659;0,4350;4,4359;;132;/A/NBP/2011
12.07.2011;0,0955;2,9039;3,0673;0,3725;2,9812;2,3670;2,3628;4,0383;1,4990;3,4817;4,5947;0,3638;3,6481;0,1667;0,5415;2,4556;0,5191;0,4368;0,5439;0,9417;2,0648;1,7560;1,1695;5,6934;;;0,0672;0,2448;0,4209;1,8412;0,9579;0,1022;3,3892;;0,2723;0,4487;4,5502;;133;/A/NBP/2011
13.07.2011;0,0948;2,8658;3,0537;0,3678;2,9783;2,3631;2,3417;4,0288;1,4982;3,4472;4,5686;0,3588;3,6125;0,1657;0,5402;2,4447;0,5147;0,4374;0,5411;0,9411;2,0599;1,7389;1,1668;5,6800;;;0,0666;0,2436;0,4180;1,8136;0,9480;0,1016;3,3525;;0,2701;0,4427;4,5446;;134;/A/NBP/2011
14.07.2011;0,0940;2,8309;3,0461;0,3634;2,9553;2,3969;2,3271;4,0291;1,4982;3,4743;4,5681;0,3544;3,5857;0,1649;0,5403;2,4248;0,5135;0,4373;0,5432;0,9426;2,0601;1,7217;1,1669;5,6804;;;0,0659;0,2424;0,4127;1,7987;0,9434;0,1009;3,3177;;0,2675;0,4383;4,5371;;135;/A/NBP/2011
15.07.2011;0,0948;2,8545;3,0401;0,3662;2,9712;2,3975;2,3424;4,0343;1,4894;3,4909;4,5930;0,3575;3,6012;0,1646;0,5410;2,4299;0,5132;0,4373;0,5427;0,9431;2,0627;1,7336;1,1684;5,6885;;;0,0664;0,2433;0,4136;1,8098;0,9495;0,1014;3,3437;;0,2697;0,4416;4,5229;;136;/A/NBP/2011
18.07.2011;0,0957;2,8753;3,0530;0,3689;3,0012;2,4326;2,3591;4,0402;1,4837;3,5204;4,6279;0,3601;3,6377;0,1651;0,5418;2,4346;0,5149;0,4373;0,5434;0,9468;2,0658;1,7308;1,1701;5,6968;;;0,0668;0,2446;0,4143;1,8260;0,9539;0,1020;3,3601;;0,2710;0,4447;4,5421;;137;/A/NBP/2011
