;;W A L U T A  /  C U R R E N C Y;;;;;;;;;;;;;;;;;;;;;
233;3.12.1996;2,8625;1,8300;4,7764;2,1583;0,5410;2,3173;0,2600;8,8801;0,4781;0,6129;2,1743;1,6303;4,7645;2,5070;2,1243;8,8801;0,4401;1,8157;0,4212;0,1864;3,5418;4,1312
234;4.12.1996;2,8650;1,8360;4,7021;2,1673;0,5433;2,2832;0,2609;8,9058;0,4795;0,6151;2,1809;1,6369;4,7075;2,5291;2,1210;8,9058;0,4400;1,8193;0,4220;0,1869;3,5506;4,1111
235;5.12.1996;2,8650;1,8370;4,6374;2,1767;0,5442;2,2871;0,2613;8,9183;0,4802;0,6155;2,1849;1,6394;4,6616;2,5374;2,1107;8,9183;0,4394;1,8185;0,4199;0,1867;3,5462;4,1152
236;6.12.1996;2,8400;1,8565;4,6749;2,1929;0,5488;2,2628;0,2636;8,9973;0,4842;0,6206;2,2011;1,6534;4,6958;2,5328;2,0827;8,9973;0,4425;1,8345;0,4210;0,1870;3,5705;4,0729
237;9.12.1996;2,8580;1,8410;4,7045;2,1602;0,5448;2,2857;0,2616;8,9229;0,4808;0,6149;2,1871;1,6409;4,7216;2,5245;2,1061;8,9229;0,4407;1,8224;0,4190;0,1868;3,5530;4,1283
238;10.12.1996;2,8595;1,8400;4,7163;2,1568;0,5444;2,2892;0,2616;8,9220;0,4807;0,6155;2,1878;1,6406;4,7311;2,5267;2,1085;8,9220;0,4412;1,8210;0,4188;0,1868;3,5509;4,1114
239;11.12.1996;2,8510;1,8490;4,7194;2,1620;0,5455;2,2511;0,2623;8,9640;0,4820;0,6168;2,1942;1,6462;4,7312;2,5273;2,0908;8,9640;0,4418;1,8310;0,4196;0,1867;3,5566;4,0974
240;12.12.1996;2,8535;1,8470;4,7165;2,1686;0,5461;2,2636;0,2625;8,9592;0,4821;0,6178;2,1936;1,6459;4,7306;2,5214;2,0989;8,9592;0,4408;1,8274;0,4187;0,1867;3,5580;4,1146
241;13.12.1996;2,8520;1,8530;4,7297;2,1813;0,5483;2,2601;0,2632;8,9629;0,4835;0,6188;2,1992;1,6504;4,7375;2,5249;2,0957;8,9629;0,4413;1,8312;0,4199;0,1873;3,5690;4,1060
242;16.12.1996;2,8615;1,8400;4,7478;2,1541;0,5453;2,2701;0,2615;8,9296;0,4807;0,6162;2,1878;1,6394;4,7470;2,5132;2,0983;8,9296;0,4410;1,8245;0,4187;0,1869;3,5547;4,1274
243;17.12.1996;2,8530;1,8430;4,7590;2,1561;0,5458;2,2643;0,2618;8,9380;0,4815;0,6167;2,1888;1,6424;4,7534;2,5004;2,0820;8,9380;0,4418;1,8276;0,4181;0,1868;3,5520;4,0997
244;18.12.1996;2,8545;1,8390;4,7750;2,1495;0,5442;2,2615;0,2612;8,9343;0,4803;0,6163;2,1832;1,6378;4,7543;2,5119;2,0904;8,9343;0,4407;1,8216;0,4171;0,1867;3,5376;4,1102
245;19.12.1996;2,8575;1,8385;4,7625;2,1429;0,5439;2,2707;0,2611;8,9171;0,4805;0,6160;2,1832;1,6379;4,7420;2,5060;2,0884;8,9171;0,4418;1,8204;0,4168;0,1870;3,5356;4,1115
246;20.12.1996;2,8600;1,8405;4,7556;2,1383;0,5436;2,2736;0,2611;8,9208;0,4799;0,6161;2,1796;1,6367;4,7281;2,4993;2,0913;8,9208;0,4419;1,8234;0,4179;0,1868;3,5370;4,1116
247;23.12.1996;2,8600;1,8435;4,7914;2,1372;0,5458;2,2767;0,2617;8,9354;0,4811;0,6164;2,1861;1,6408;4,7540;2,5066;2,0948;8,9354;0,4427;1,8283;0,4179;0,1874;3,5479;4,1068
248;24.12.1996;2,8655;1,8420;4,7966;2,1381;0,5459;2,2847;0,2619;8,9449;0,4819;0,6170;2,1872;1,6418;4,7536;2,5068;2,0967;8,9449;0,4421;1,8339;0,4173;0,1875;3,5468;4,1224
249;30.12.1996;2,8725;1,8465;4,8522;2,1238;0,5469;2,2881;0,2621;8,9584;0,4824;0,6172;2,1898;1,6436;4,8003;2,4779;2,1001;8,9584;0,4450;1,8331;0,4179;0,1877;3,5582;4,1236
250;31.12.1996;2,8755;1,8500;4,8820;2,1314;0,5489;2,2901;0,2630;8,9817;0,4838;0,6194;2,1946;1,6486;4,8311;2,4708;2,0989;8,9817;0,4470;1,8371;0,4175;0,1882;3,5716;4,1267
