data;THB;USD;AUD;HKD;CAD;NZD;SGD;EUR;HUF;CHF;GBP;UAH;JPY;CZK;DKK;EEK;ISK;NOK;SKK;SEK;HRK;RON;BGN;TRY;LTL;LVL;PHP;MXN;ZAR;BRL;MYR;RUB;IDR;KRW;CNY;XDR;NR TAB;;z dnia
;bat (Tajlandia);dolar amerykański;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Węgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duńska;korona estońska;korona islandzka;korona norweska;korona słowacka;korona szwedzka;kuna chorwacka;lej rumuński;lew bułgarski;lira turecka;lit litewski;łat łotewski;peso filipińskie;peso meksykańskie;rand (RPA);real brazylijski;ringgit malezyjski;rubel rosyjski;rupia (Indonezja);won (Korea Płd.);yuan renminbi(Chiny);SDR (MFW);;;
2.04.2008;0,0710;2,2350;2,0335;0,2869;2,1908;1,7604;1,6173;3,4949;1,3562;2,2100;4,4298;0,4487;2,1944;0,1395;0,4686;0,2234;2,9062;0,4332;0,1077;0,3723;0,4803;0,9411;1,7869;1,7289;1,0122;5,0142;0,0539;0,2117;0,2819;1,2845;0,7042;0,0946;2,4254;0,2291;0,3185;3,6494;65;/A/NBP/2008;2.04.2008
3.04.2008;0,0705;2,2315;2,0448;0,2867;2,2036;1,7627;1,6143;3,4815;1,3557;2,1972;4,4246;0,4484;2,1734;0,1389;0,4668;0,2225;2,9727;0,4351;0,1071;0,3723;0,4785;0,9401;1,7800;1,7471;1,0083;4,9900;0,0537;0,2114;0,2885;1,2938;0,6971;0,0944;2,4159;0,2287;0,3185;3,6360;66;/A/NBP/2008;3.04.2008
4.04.2008;0,0701;2,2175;2,0314;0,2845;2,2028;1,7423;1,6014;3,4828;1,3531;2,1996;4,4341;0,4425;2,1645;0,1395;0,4669;0,2226;2,9674;0,4354;0,1076;0,3719;0,4786;0,9376;1,7807;1,7066;1,0087;4,9933;0,0531;0,2100;0,2842;1,2889;0,6959;0,0941;2,3989;0,2274;0,3158;3,6519;67;/A/NBP/2008;4.04.2008
7.04.2008;0,0697;2,2084;2,0382;0,2834;2,1951;1,7474;1,5965;3,4639;1,3622;2,1763;4,3863;0,4413;2,1502;0,1384;0,4644;0,2214;2,9975;0,4348;0,1071;0,3698;0,4762;0,9366;1,7710;1,7322;1,0032;4,9683;0,0529;0,2091;0,2837;1,2910;0,6911;0,0936;2,3917;0,2264;0,3153;3,6085;68;/A/NBP/2008;7.04.2008
8.04.2008;0,0693;2,2018;2,0415;0,2826;2,1722;1,7522;1,5945;3,4689;1,3681;2,1816;4,3522;0,4398;2,1565;0,1386;0,4650;0,2217;3,0655;0,4351;0,1070;0,3702;0,4768;0,9458;1,7736;1,7094;1,0047;4,9776;0,0527;0,2085;0,2828;1,2885;0,6930;0,0936;2,3854;0,2255;0,3145;3,6140;69;/A/NBP/2008;8.04.2008
9.04.2008;0,0693;2,1997;2,0410;0,2823;2,1673;1,7499;1,5931;3,4580;1,3606;2,1729;4,3331;0,4393;2,1493;0,1373;0,4636;0,2210;3,0715;0,4346;0,1068;0,3693;0,4760;0,9408;1,7680;1,7011;1,0015;4,9627;0,0527;0,2082;0,2821;1,2975;0,6909;0,0934;2,3858;0,2252;0,3142;3,6023;70;/A/NBP/2008;9.04.2008
10.04.2008;0,0689;2,1755;2,0275;0,2792;2,1365;1,7379;1,6019;3,4520;1,3617;2,1924;4,3016;0,4380;2,1619;0,1371;0,4627;0,2206;3,0339;0,4353;0,1065;0,3675;0,4756;0,9410;1,7650;1,6533;0,9998;4,9562;0,0523;0,2054;0,2751;1,2890;0,6889;0,0928;2,3608;0,2226;0,3111;3,5858;71;/A/NBP/2008;10.04.2008
11.04.2008;0,0684;2,1600;2,0149;0,2773;2,1303;1,7251;1,5901;3,4200;1,3598;2,1532;4,2675;0,4324;2,1226;0,1369;0,4585;0,2186;2,9690;0,4312;0,1058;0,3643;0,4709;0,9457;1,7486;1,6691;0,9905;4,9110;0,0519;0,2050;0,2773;1,2787;0,6882;0,0920;2,3488;0,2212;0,3086;3,5434;72;/A/NBP/2008;11.04.2008
14.04.2008;0,0687;2,1730;2,0047;0,2789;2,1189;1,7171;1,5981;3,4295;1,3595;2,1700;4,2866;0,4354;2,1564;0,1376;0,4598;0,2192;2,9549;0,4314;0,1062;0,3647;0,4720;0,9464;1,7535;1,6596;0,9932;4,9239;0,0520;0,2065;0,2767;1,2865;0,6911;0,0925;2,3611;0,2216;0,3105;3,5532;73;/A/NBP/2008;14.04.2008
15.04.2008;0,0683;2,1500;1,9915;0,2760;2,1036;1,6904;1,5856;3,4118;1,3546;2,1570;4,2419;0,4350;2,1326;0,1376;0,4574;0,2181;2,8904;0,4312;0,1056;0,3623;0,4698;0,9440;1,7444;1,6401;0,9882;4,8929;0,0513;0,2056;0,2730;1,2727;0,6824;0,0918;2,3361;0,2176;0,3074;3,5307;74;/A/NBP/2008;15.04.2008
16.04.2008;0,0682;2,1510;1,9981;0,2758;2,1232;1,6885;1,5873;3,4095;1,3486;2,1437;4,2362;0,4365;2,1161;0,1373;0,4571;0,2179;2,8957;0,4313;0,1055;0,3629;0,4698;0,9416;1,7432;1,6240;0,9875;4,8931;0,0513;0,2055;0,2696;1,2820;0,6811;0,0917;2,3351;0,2172;0,3073;3,5356;75;/A/NBP/2008;16.04.2008
17.04.2008;0,0685;2,1502;2,0181;0,2760;2,1466;1,6986;1,5927;3,4305;1,3499;2,1529;4,2470;0,4357;2,1095;0,1373;0,4599;0,2193;2,9020;0,4341;0,1058;0,3651;0,4727;0,9469;1,7540;1,6147;0,9935;4,9232;0,0513;0,2055;0,2719;1,2934;0,6840;0,0921;2,3452;0,2163;0,3079;3,5454;76;/A/NBP/2008;17.04.2008
18.04.2008;0,0686;2,1499;2,0194;0,2759;2,1430;1,7016;1,5919;3,4295;1,3516;2,1377;4,2933;0,4377;2,1006;0,1368;0,4596;0,2192;2,8724;0,4331;0,1058;0,3644;0,4726;0,9501;1,7535;1,6153;0,9933;4,9183;0,0513;0,2053;0,2747;1,2999;0,6863;0,0921;2,3421;0,2151;0,3073;3,5513;77;/A/NBP/2008;18.04.2008
21.04.2008;0,0685;2,1596;2,0331;0,2770;2,1434;1,7099;1,5965;3,4258;1,3561;2,1333;4,2941;0,4384;2,0850;0,1360;0,4591;0,2189;2,8722;0,4312;0,1056;0,3644;0,4722;0,9604;1,7516;1,6408;0,9922;4,9151;0,0516;0,2064;0,2775;1,2949;0,6887;0,0922;2,3572;0,2177;0,3086;3,5604;78;/A/NBP/2008;21.04.2008
22.04.2008;0,0682;2,1444;2,0228;0,2749;2,1294;1,7044;1,5862;3,4178;1,3551;2,1278;4,2473;0,4368;2,0782;0,1362;0,4581;0,2184;2,8796;0,4310;0,1057;0,3653;0,4706;0,9591;1,7475;1,6307;0,9899;4,9029;0,0510;0,2034;0,2775;1,2851;0,6839;0,0917;2,3305;0,2144;0,3065;3,5275;79;/A/NBP/2008;22.04.2008
23.04.2008;0,0679;2,1340;2,0332;0,2738;2,1157;1,7124;1,5826;3,4074;1,3579;2,1198;4,2545;0,4372;2,0671;0,1359;0,4567;0,2178;2,8762;0,4304;0,1054;0,3662;0,4689;0,9575;1,7422;1,6441;0,9869;4,8845;0,0509;0,2034;0,2799;1,2886;0,6807;0,0914;2,3175;0,2150;0,3056;3,5137;80;/A/NBP/2008;23.04.2008
24.04.2008;0,0687;2,1700;2,0531;0,2786;2,1339;1,7186;1,6027;3,4182;1,3551;2,1192;4,2926;0,4485;2,0929;0,1359;0,4580;0,2185;2,9252;0,4304;0,1055;0,3675;0,4703;0,9537;1,7477;1,6715;0,9900;4,8929;0,0518;0,2073;0,2818;1,3085;0,6866;0,0923;2,3547;0,2181;0,3105;3,5261;81;/A/NBP/2008;24.04.2008
25.04.2008;0,0697;2,2044;2,0542;0,2828;2,1633;1,7233;1,6155;3,4352;1,3558;2,1196;4,3552;0,4599;2,1096;0,1363;0,4603;0,2196;2,9518;0,4286;0,1059;0,3676;0,4729;0,9529;1,7564;1,7098;0,9949;4,9215;0,0524;0,2100;0,2892;1,3159;0,6957;0,0932;2,3865;0,2215;0,3147;3,5437;82;/A/NBP/2008;25.04.2008
28.04.2008;0,0695;2,2002;2,0623;0,2821;2,1751;1,7283;1,6140;3,4416;1,3631;2,1294;4,3587;0,4558;2,1051;0,1364;0,4613;0,2200;2,9911;0,4311;0,1063;0,3676;0,4738;0,9503;1,7596;1,7148;0,9967;4,9328;0,0522;0,2102;0,2907;1,3172;0,6970;0,0931;2,3806;0,2207;0,3136;3,5903;83;/A/NBP/2008;28.04.2008
29.04.2008;0,0699;2,2115;2,0668;0,2840;2,1854;1,7211;1,6270;3,4460;1,3652;2,1337;4,3837;0,4556;2,1224;0,1365;0,4618;0,2202;3,0165;0,4317;0,1069;0,3682;0,4744;0,9432;1,7619;1,7220;0,9980;4,9348;0,0524;0,2111;0,2922;1,3116;0,6979;0,0935;2,3997;0,2212;0,3168;3,5937;84;/A/NBP/2008;29.04.2008
30.04.2008;0,0701;2,2267;2,0796;0,2858;2,2007;1,7308;1,6364;3,4604;1,3654;2,1437;4,3822;0,4578;2,1405;0,1373;0,4637;0,2212;2,9889;0,4326;0,1073;0,3695;0,4760;0,9370;1,7693;1,7237;1,0022;4,9576;0,0527;0,2115;0,2931;1,3055;0,7049;0,0940;2,4144;0,2219;0,3186;3,6125;85;/A/NBP/2008;30.04.2008
2.05.2008;0,0704;2,2291;2,0760;0,2860;2,1907;1,7424;1,6354;3,4518;1,3693;2,1269;4,4237;0,4583;2,1280;0,1364;0,4626;0,2206;2,9652;0,4352;0,1071;0,3689;0,4755;0,9468;1,7649;1,7560;0,9997;4,9417;0,0526;0,2127;0,2939;1,3409;0,7060;0,0938;2,4155;0,2206;0,3190;3,6035;86;/A/NBP/2008;2.05.2008
5.05.2008;0,0702;2,2199;2,0916;0,2849;2,1809;1,7398;1,6326;3,4400;1,3638;2,1099;4,3830;0,4565;2,1100;0,1363;0,4610;0,2199;2,9074;0,4340;0,1067;0,3681;0,4740;0,9471;1,7588;1,7593;0,9963;4,9277;0,0527;0,2121;0,2921;1,3467;0,7036;0,0935;2,4061;0,2204;0,3178;3,6074;87;/A/NBP/2008;5.05.2008
6.05.2008;0,0701;2,2203;2,1007;0,2847;2,1945;1,7444;1,6329;3,4385;1,3637;2,1126;4,3594;0,4561;2,1176;0,1366;0,4608;0,2198;2,8988;0,4363;0,1070;0,3676;0,4738;0,9441;1,7581;1,7643;0,9958;4,9241;0,0524;0,2120;0,2946;1,3423;0,7029;0,0935;2,4055;0,2187;0,3176;3,6028;88;/A/NBP/2008;6.05.2008
7.05.2008;0,0698;2,2142;2,0960;0,2843;2,2041;1,7400;1,6252;3,4285;1,3565;2,1010;4,3396;0,4603;2,1060;0,1361;0,4594;0,2191;2,8794;0,4364;0,1069;0,3689;0,4723;0,9359;1,7529;1,7768;0,9930;4,9119;0,0520;0,2111;0,2944;1,3382;0,7012;0,0933;2,3997;0,2156;0,3172;3,5802;89;/A/NBP/2008;7.05.2008
8.05.2008;0,0700;2,2303;2,0982;0,2862;2,2108;1,7210;1,6191;3,4217;1,3517;2,1134;4,3731;0,4634;2,1467;0,1359;0,4586;0,2187;2,8988;0,4343;0,1068;0,3677;0,4713;0,9288;1,7495;1,7615;0,9910;4,9029;0,0523;0,2112;0,2930;1,3248;0,6996;0,0935;2,4115;0,2134;0,3187;3,5835;90;/A/NBP/2008;8.05.2008
9.05.2008;0,0691;2,2006;2,0712;0,2822;2,1815;1,7010;1,6089;3,4054;1,3476;2,1106;4,2981;0,4581;2,1336;0,1353;0,4564;0,2176;2,8085;0,4332;0,1063;0,3662;0,4693;0,9222;1,7411;1,7305;0,9863;4,8802;0,0518;0,2082;0,2860;1,2965;0,6904;0,0926;2,3796;0,2109;0,3147;3,5829;91;/A/NBP/2008;9.05.2008
12.05.2008;0,0684;2,1995;2,0736;0,2821;2,1823;1,6891;1,6060;3,3945;1,3521;2,0979;4,3056;0,4583;2,1183;0,1354;0,4549;0,2169;2,7608;0,4328;0,1068;0,3660;0,4678;0,9216;1,7356;1,7509;0,9831;4,8667;0,0516;0,2082;0,2876;1,3057;0,6881;0,0925;2,3747;0,2104;0,3151;3,5588;92;/A/NBP/2008;12.05.2008
13.05.2008;0,0676;2,1861;2,0655;0,2804;2,1709;1,6799;1,5973;3,3846;1,3544;2,0889;4,2619;0,4573;2,1099;0,1357;0,4535;0,2163;2,7478;0,4311;0,1068;0,3645;0,4667;0,9250;1,7305;1,7426;0,9802;4,8560;0,0512;0,2082;0,2878;1,3149;0,6861;0,0919;2,3603;0,2093;0,3129;3,5519;93;/A/NBP/2008;13.05.2008
14.05.2008;0,0678;2,2010;2,0524;0,2822;2,1910;1,6746;1,5896;3,3934;1,3604;2,0778;4,2772;0,4598;2,0883;0,1358;0,4547;0,2169;2,7697;0,4329;0,1069;0,3646;0,4680;0,9260;1,7350;1,7575;0,9828;4,8644;0,0514;0,2099;0,2890;1,3231;0,6879;0,0921;2,3671;0,2094;0,3144;3,5512;94;/A/NBP/2008;14.05.2008
15.05.2008;0,0676;2,1913;2,0507;0,2809;2,1833;1,6572;1,5879;3,4010;1,3593;2,0815;4,2671;0,4585;2,0875;0,1357;0,4557;0,2174;2,8036;0,4324;0,1074;0,3645;0,4690;0,9278;1,7389;1,7476;0,9850;4,8781;0,0512;0,2088;0,2874;1,3130;0,6732;0,0918;2,3556;0,2097;0,3132;3,5569;95;/A/NBP/2008;15.05.2008
16.05.2008;0,0676;2,1861;2,0672;0,2803;2,1859;1,6773;1,5938;3,3884;1,3623;2,0772;4,2611;0,4590;2,0904;0,1355;0,4541;0,2166;2,8615;0,4307;0,1075;0,3628;0,4673;0,9267;1,7324;1,7758;0,9814;4,8531;0,0511;0,2093;0,2906;1,3231;0,6727;0,0919;2,3507;0,2102;0,3127;3,5440;96;/A/NBP/2008;16.05.2008
19.05.2008;0,0675;2,1650;2,0688;0,2777;2,1795;1,6775;1,5846;3,3827;1,3686;2,0773;4,2451;0,4638;2,0874;0,1347;0,4534;0,2162;2,9184;0,4331;0,1074;0,3637;0,4666;0,9297;1,7296;1,7625;0,9797;4,8449;0,0507;0,2084;0,2893;1,3201;0,6715;0,0914;2,3304;0,2079;0,3105;3,5306;97;/A/NBP/2008;19.05.2008
20.05.2008;0,0678;2,1758;2,0858;0,2787;2,1895;1,6836;1,5886;3,3930;1,3770;2,0823;4,2636;0,4680;2,0959;0,1355;0,4549;0,2169;2,9543;0,4344;0,1080;0,3666;0,4685;0,9330;1,7348;1,7621;0,9827;4,8610;0,0510;0,2094;0,2866;1,3172;0,6724;0,0917;2,3397;0,2080;0,3116;3,5377;98;/A/NBP/2008;20.05.2008
21.05.2008;0,0677;2,1522;2,0679;0,2757;2,1740;1,6756;1,5796;3,3836;1,3889;2,0810;4,2298;0,4726;2,0780;0,1352;0,4536;0,2163;2,9182;0,4307;0,1084;0,3635;0,4670;0,9286;1,7300;1,7343;0,9799;4,8448;0,0498;0,2069;0,2812;1,3031;0,6650;0,0910;2,3250;0,2062;0,3091;3,5222;99;/A/NBP/2008;21.05.2008
23.05.2008;0,0682;2,1675;2,0812;0,2778;2,1952;1,6986;1,5947;3,4095;1,3899;2,1069;4,2852;0,4568;2,0879;0,1359;0,4570;0,2179;2,9937;0,4308;0,1096;0,3666;0,4703;0,9273;1,7432;1,7392;0,9874;4,8791;0,0498;0,2090;0,2828;1,3079;0,6760;0,0919;2,3256;0,2069;0,3122;3,5372;100;/A/NBP/2008;23.05.2008
26.05.2008;0,0681;2,1623;2,0727;0,2771;2,1866;1,6982;1,5893;3,4044;1,3973;2,1052;4,2757;0,4567;2,0897;0,1358;0,4564;0,2176;2,9887;0,4313;0,1092;0,3659;0,4692;0,9276;1,7406;1,7290;0,9860;4,8718;0,0496;0,2082;0,2807;1,3026;0,6704;0,0918;2,3200;0,2062;0,3117;3,5323;101;/A/NBP/2008;26.05.2008
27.05.2008;0,0680;2,1578;2,0734;0,2764;2,1831;1,7010;1,5839;3,4015;1,3953;2,1052;4,2636;0,4503;2,0805;0,1352;0,4560;0,2174;2,9809;0,4313;0,1094;0,3658;0,4689;0,9255;1,7391;1,7258;0,9851;4,8648;0,0493;0,2074;0,2787;1,2999;0,6633;0,0916;2,3059;0,2075;0,3105;3,5293;102;/A/NBP/2008;27.05.2008
28.05.2008;0,0669;2,1610;2,0724;0,2770;2,1736;1,6982;1,5860;3,3973;1,3938;2,0952;4,2787;0,4569;2,0733;0,1350;0,4554;0,2171;2,9522;0,4319;0,1103;0,3638;0,4687;0,9253;1,7370;1,7417;0,9839;4,8533;0,0495;0,2082;0,2793;1,2968;0,6696;0,0916;2,3206;0,2089;0,3113;3,5223;103;/A/NBP/2008;28.05.2008
29.05.2008;0,0668;2,1728;2,0840;0,2784;2,1912;1,6963;1,5887;3,3823;1,4032;2,0771;4,2838;0,4564;2,0641;0,1352;0,4534;0,2162;2,9437;0,4294;0,1118;0,3628;0,4666;0,9269;1,7293;1,7806;0,9796;4,8243;0,0495;0,2105;0,2853;1,3150;0,6673;0,0918;2,3273;0,2105;0,3131;3,5192;104;/A/NBP/2008;29.05.2008
30.05.2008;0,0671;2,1824;2,0813;0,2796;2,2030;1,7042;1,5961;3,3788;1,4030;2,0767;4,3004;0,4580;2,0683;0,1345;0,4529;0,2159;2,9173;0,4259;0,1115;0,3614;0,4661;0,9331;1,7276;1,8011;0,9786;4,8207;0,0499;0,2111;0,2875;1,3324;0,6703;0,0919;2,3424;0,2118;0,3143;3,5272;105;/A/NBP/2008;30.05.2008
2.06.2008;0,0669;2,1750;2,0749;0,2786;2,1870;1,7091;1,5958;3,3836;1,4008;2,0915;4,2711;0,4585;2,0758;0,1350;0,4536;0,2163;2,9227;0,4258;0,1115;0,3622;0,4669;0,9375;1,7300;1,7720;0,9799;4,8193;0,0500;0,2104;0,2824;1,3367;0,6753;0,0917;2,3347;0,2126;0,3136;3,5361;106;/A/NBP/2008;2.06.2008
3.06.2008;0,0664;2,1611;2,0720;0,2767;2,1635;1,7009;1,5869;3,3745;1,3953;2,1002;4,2513;0,4550;2,0770;0,1360;0,4525;0,2157;2,8695;0,4238;0,1113;0,3611;0,4656;0,9313;1,7253;1,7504;0,9773;4,8001;0,0494;0,2088;0,2791;1,3277;0,6736;0,0914;2,3170;0,2126;0,3118;3,5259;107;/A/NBP/2008;3.06.2008
4.06.2008;0,0670;2,1843;2,0955;0,2801;2,1606;1,7102;1,6016;3,3763;1,3949;2,1001;4,2719;0,4577;2,0857;0,1368;0,4526;0,2158;2,8428;0,4234;0,1114;0,3616;0,4656;0,9308;1,7263;1,7649;0,9778;4,8143;0,0497;0,2118;0,2817;1,3384;0,6763;0,0919;2,3464;0,2146;0,3150;3,5198;108;/A/NBP/2008;4.06.2008
5.06.2008;0,0669;2,1845;2,0871;0,2797;2,1463;1,6721;1,5963;3,3708;1,3953;2,0861;4,2574;0,4589;2,0620;0,1372;0,4520;0,2154;2,8355;0,4229;0,1112;0,3617;0,4650;0,9316;1,7234;1,7736;0,9763;4,8086;0,0495;0,2118;0,2814;1,3407;0,6703;0,0917;2,3431;0,2132;0,3145;3,5286;109;/A/NBP/2008;5.06.2008
6.06.2008;0,0656;2,1727;2,0804;0,2782;2,1335;1,6652;1,5894;3,3890;1,3821;2,0895;4,2501;0,4579;2,0480;0,1377;0,4543;0,2166;2,8568;0,4274;0,1116;0,3636;0,4675;0,9300;1,7328;1,7501;0,9815;4,8304;0,0493;0,2110;0,2773;1,3358;0,6673;0,0917;2,3301;0,2122;0,3138;3,5476;110;/A/NBP/2008;6.06.2008
9.06.2008;0,0657;2,1447;2,0660;0,2748;2,1020;1,6491;1,5755;3,3923;1,3701;2,1047;4,2388;0,4542;2,0319;0,1374;0,4547;0,2168;2,8426;0,4268;0,1118;0,3628;0,4681;0,9211;1,7344;1,7207;0,9824;4,8255;0,0482;0,2096;0,2733;1,3136;0,6679;0,0913;2,3052;0,2078;0,3099;3,5263;111;/A/NBP/2008;9.06.2008
10.06.2008;0,0658;2,1755;2,0604;0,2784;2,1127;1,6412;1,5868;3,3785;1,3654;2,1004;4,2604;0,4605;2,0398;0,1378;0,4529;0,2159;2,8475;0,4235;0,1115;0,3625;0,4659;0,9212;1,7274;1,7542;0,9785;4,8072;0,0489;0,2098;0,2741;1,3379;0,6633;0,0920;2,3302;0,2120;0,3140;3,4929;112;/A/NBP/2008;10.06.2008
11.06.2008;0,0659;2,1787;2,0647;0,2790;2,1357;1,6477;1,5876;3,3734;1,3653;2,0912;4,2556;0,4617;2,0250;0,1385;0,4523;0,2156;2,8229;0,4228;0,1114;0,3608;0,4652;0,9192;1,7248;1,7388;0,9770;4,8047;0,0490;0,2092;0,2746;1,3253;0,6673;0,0919;2,3411;0,2115;0,3148;3,5120;113;/A/NBP/2008;11.06.2008
12.06.2008;0,0662;2,1941;2,0559;0,2809;2,1437;1,6519;1,5905;3,3863;1,3692;2,1066;4,2791;0,4638;2,0407;0,1388;0,4540;0,2164;2,8083;0,4220;0,1117;0,3614;0,4672;0,9237;1,7314;1,7465;0,9807;4,8217;0,0493;0,2101;0,2748;1,3372;0,6699;0,0924;2,3518;0,2114;0,3175;3,5252;114;/A/NBP/2008;12.06.2008
13.06.2008;0,0664;2,2035;2,0599;0,2820;2,1494;1,6456;1,5974;3,3915;1,3721;2,1063;4,2911;0,4677;2,0382;0,1400;0,4548;0,2168;2,7975;0,4208;0,1119;0,3619;0,4680;0,9256;1,7340;1,7565;0,9822;4,7916;0,0496;0,2124;0,2712;1,3487;0,6705;0,0927;2,3579;0,2108;0,3193;3,5439;115;/A/NBP/2008;13.06.2008
16.06.2008;0,0661;2,1941;2,0627;0,2809;2,1346;1,6504;1,5954;3,3870;1,3703;2,0996;4,2944;0,4682;2,0265;0,1401;0,4541;0,2165;2,7622;0,4220;0,1118;0,3619;0,4674;0,9253;1,7317;1,7606;0,9809;4,7975;0,0494;0,2119;0,2718;1,3420;0,6718;0,0925;2,3559;0,2109;0,3180;3,5465;116;/A/NBP/2008;16.06.2008
17.06.2008;0,0659;2,1835;2,0549;0,2801;2,1434;1,6499;1,5992;3,3852;1,3714;2,0958;4,2878;0,4642;2,0227;0,1399;0,4539;0,2164;2,7381;0,4218;0,1117;0,3620;0,4672;0,9247;1,7308;1,7742;0,9804;4,7963;0,0494;0,2121;0,2729;1,3457;0,6703;0,0924;2,3501;0,2138;0,3174;3,5331;117;/A/NBP/2008;17.06.2008
18.06.2008;0,0654;2,1805;2,0536;0,2793;2,1391;1,6466;1,5911;3,3765;1,3835;2,0872;4,2581;0,4638;2,0140;0,1402;0,4526;0,2158;2,7376;0,4198;0,1115;0,3597;0,4660;0,9228;1,7264;1,7840;0,9779;4,7928;0,0493;0,2115;0,2728;1,3541;0,6718;0,0922;2,3458;0,2118;0,3169;3,5207;118;/A/NBP/2008;18.06.2008
19.06.2008;0,0649;2,1731;2,0560;0,2783;2,1357;1,6470;1,5867;3,3685;1,3909;2,0840;4,2791;0,4638;2,0159;0,1395;0,4516;0,2153;2,6310;0,4193;0,1110;0,3581;0,4648;0,9173;1,7223;1,7656;0,9756;4,7800;0,0489;0,2106;0,2702;1,3516;0,6648;0,0919;2,3408;0,2113;0,3160;3,5070;119;/A/NBP/2008;19.06.2008
20.06.2008;0,0647;2,1625;2,0594;0,2770;2,1306;1,6465;1,5833;3,3662;1,4065;2,0790;4,2643;0,4643;2,0045;0,1397;0,4514;0,2151;2,6749;0,4186;0,1109;0,3581;0,4644;0,9176;1,7211;1,7725;0,9749;4,7897;0,0488;0,2098;0,2723;1,3465;0,6668;0,0916;2,3289;0,2100;0,3143;3,5128;120;/A/NBP/2008;20.06.2008
23.06.2008;0,0648;2,1681;2,0648;0,2777;2,1323;1,6464;1,5858;3,3657;1,4131;2,0785;4,2635;0,4658;2,0127;0,1397;0,4513;0,2151;2,6509;0,4197;0,1109;0,3583;0,4643;0,9162;1,7208;1,7670;0,9748;4,7917;0,0486;0,2109;0,2693;1,3500;0,6612;0,0918;2,3415;0,2083;0,3154;3,4962;121;/A/NBP/2008;23.06.2008
24.06.2008;0,0644;2,1605;2,0631;0,2767;2,1272;1,6378;1,5804;3,3635;1,4097;2,0748;4,2495;0,4639;2,0011;0,1397;0,4510;0,2150;2,5704;0,4215;0,1108;0,3578;0,4640;0,9159;1,7198;1,7578;0,9741;4,7879;0,0485;0,2093;0,2684;1,3396;0,6642;0,0916;2,3296;0,2091;0,3145;3,5031;122;/A/NBP/2008;24.06.2008
25.06.2008;0,0644;2,1538;2,0607;0,2759;2,1288;1,6307;1,5755;3,3585;1,4143;2,0702;4,2423;0,4642;1,9968;0,1395;0,4503;0,2146;2,5708;0,4220;0,1107;0,3571;0,4636;0,9166;1,7172;1,7571;0,9727;4,7794;0,0483;0,2093;0,2698;1,3426;0,6622;0,0913;2,3257;0,2076;0,3139;3,4895;123;/A/NBP/2008;25.06.2008
26.06.2008;0,0639;2,1420;2,0554;0,2744;2,1211;1,6211;1,5676;3,3585;1,4232;2,0730;4,2376;0,4631;1,9860;0,1393;0,4503;0,2146;2,6745;0,4225;0,1109;0,3569;0,4634;0,9201;1,7172;1,7590;0,9727;4,7794;0,0482;0,2085;0,2715;1,3464;0,6578;0,0911;2,3240;0,2063;0,3120;3,4871;124;/A/NBP/2008;26.06.2008
27.06.2008;0,0638;2,1366;2,0557;0,2739;2,1165;1,6231;1,5675;3,3694;1,4095;2,0972;4,2446;0,4685;2,0112;0,1401;0,4518;0,2153;2,6589;0,4222;0,1112;0,3581;0,4649;0,9216;1,7227;1,7329;0,9758;4,7874;0,0477;0,2073;0,2692;1,3338;0,6560;0,0912;2,3170;0,2050;0,3115;3,4830;125;/A/NBP/2008;27.06.2008
30.06.2008;0,0633;2,1194;2,0476;0,2718;2,1002;1,6218;1,5617;3,3542;1,4143;2,0907;4,2271;0,4662;2,0156;0,1400;0,4497;0,2144;2,6418;0,4197;0,1110;0,3554;0,4633;0,9189;1,7150;1,7281;0,9714;4,7611;0,0471;0,2060;0,2691;1,3287;0,6531;0,0906;2,2976;0,2027;0,3091;3,4716;126;/A/NBP/2008;30.06.2008
1.07.2008;0,0634;2,1293;2,0343;0,2731;2,0919;1,6194;1,5636;3,3543;1,4239;2,0881;4,2529;0,4710;2,0153;0,1401;0,4498;0,2144;2,6981;0,4190;0,1112;0,3548;0,4633;0,9213;1,7150;1,7205;0,9714;4,7579;0,0473;0,2066;0,2703;1,3274;0,6531;0,0907;2,3080;0,2029;0,3105;3,4761;127;/A/NBP/2008;1.07.2008
2.07.2008;0,0636;2,1222;2,0373;0,2723;2,0783;1,6092;1,5595;3,3558;1,4183;2,0815;4,2174;0,4595;1,9947;0,1407;0,4500;0,2145;2,6743;0,4172;0,1108;0,3548;0,4632;0,9217;1,7158;1,7156;0,9719;4,7593;0,0470;0,2049;0,2702;1,3301;0,6484;0,0907;2,2995;0,2041;0,3093;3,4790;128;/A/NBP/2008;2.07.2008
3.07.2008;0,0634;2,1140;2,0339;0,2711;2,0801;1,6052;1,5560;3,3559;1,4202;2,0829;4,2001;0,4619;1,9881;0,1404;0,4500;0,2145;2,6877;0,4173;0,1107;0,3552;0,4634;0,9228;1,7158;1,6877;0,9719;4,7622;0,0464;0,2032;0,2689;1,3178;0,6470;0,0904;2,2914;0,2018;0,3085;3,4624;129;/A/NBP/2008;3.07.2008
